CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1
15599792,Dimauro,545,France,Female,26,1,0,2,1,1,199638.56,0
15793726,Matveyeva,681,France,Female,79,0,0,2,0,1,170968.99,0
15636684,Kirkland,727,France,Male,34,10,0,2,1,1,198637.34,0
15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0
15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0
15653857,Wallis,498,France,Male,34,2,0,2,1,1,148528.24,0
15777076,Clark,651,France,Male,36,7,0,2,1,0,13898.31,0
15725166,Newton,707,France,Male,30,8,0,2,1,0,33159.37,0
15694456,Toscani,756,France,Male,62,3,0,1,1,1,11199.04,1
15767339,Chiazagomekpere,777,France,Female,53,10,0,2,1,0,189992.97,0
15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0
15782210,K'ung,714,France,Male,46,1,0,1,1,0,152167.79,1
15668893,Wilsmore,782,France,Male,39,8,0,2,1,1,33949.67,0
15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0
15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0
15655774,Booth,583,France,Male,27,7,0,2,1,0,51285.49,0
15785819,Shao,681,France,Male,38,3,0,2,1,1,112491.96,0
15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0
15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0
15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0
15811490,French,627,France,Male,33,5,0,2,1,1,103737.82,0
15803976,Efremov,694,France,Female,31,10,0,2,1,0,160990.27,0
15695699,Calabrese,687,France,Male,35,8,0,2,1,0,10334.05,0
15624188,Chiu,712,France,Female,33,6,0,2,1,1,190686.16,0
15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
15594898,Hewitt,731,France,Male,43,2,0,1,1,1,170034.95,1
15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1
15712287,Pokrovskii,652,France,Female,80,4,0,2,1,1,188603.07,0
15674398,Russo,642,France,Male,38,3,0,2,0,0,171463.83,0
15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0
15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0
15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1
15585215,Yuan,763,France,Female,31,4,0,2,0,0,50404.72,0
15682757,Pardey,734,France,Male,30,3,0,2,1,0,107640.25,0
15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
15601848,Scott,594,France,Male,35,2,0,2,1,0,103480.69,0
15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1
15598493,Beach,656,France,Male,50,7,0,2,0,1,72143.44,0
15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1
15648064,Kennedy,649,France,Male,33,2,0,2,1,0,2010.98,0
15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
15684484,White,543,France,Male,22,8,0,2,0,0,127587.22,0
15785869,Pisano,718,France,Female,25,7,0,2,1,0,30380.12,0
15763859,Brown,840,France,Female,43,7,0,2,1,0,90908.95,0
15576256,Yusupova,582,France,Male,39,5,0,2,1,1,129892.93,0
15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
15739438,Reed,539,France,Male,30,0,0,2,1,0,160979.66,0
15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
15592386,Campbell,520,France,Male,58,3,0,2,0,1,32790.02,0
15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0
15676715,Madukaego,640,France,Male,68,9,0,2,1,1,199493.38,0
15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
15758449,Angelo,769,France,Female,39,8,0,1,0,1,21016,0
15713578,Farrell,483,France,Female,50,9,0,2,1,1,111020.24,0
15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0
15720910,Black,560,France,Female,66,9,0,1,1,1,15928.49,0
15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0
15762218,Mills,701,France,Female,39,9,0,2,0,1,145894.9,0
15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1
15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
15642291,Fontaine,685,France,Male,23,8,0,2,1,1,112239.03,0
15692761,Pratt,718,France,Male,36,9,0,1,1,0,45909.87,0
15760431,Pino,850,France,Male,38,1,0,2,1,1,80006.65,0
15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0
15659843,Li,643,France,Female,46,6,0,2,0,0,106781.59,0
15615624,De Salis,605,France,Female,28,6,0,2,0,0,159508.52,0
15716186,Richardson,586,France,Female,38,2,0,2,1,0,87168.46,0
15622834,Stevenson,678,France,Female,35,4,0,1,1,0,125518.32,0
15566111,Estes,596,France,Male,39,9,0,1,1,0,48963.59,0
15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0
15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
15799384,Collier,683,France,Male,33,8,0,1,0,0,73564.44,0
15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0
15624623,Hs?,516,France,Male,35,10,104088.59,2,0,0,119666,0
15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
15782735,Chukwuemeka,626,France,Female,35,3,0,1,0,0,80190.36,0
15611088,Genovese,790,France,Female,31,9,0,2,1,0,84126.75,0
15672145,Swift,534,France,Female,34,7,121551.58,2,1,1,70179,0
15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
15730460,Oleary,722,France,Male,37,2,0,1,0,0,120906.83,0
15644572,Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
15694860,Uspensky,675,France,Female,38,6,68065.8,1,0,0,138777,1
15785798,Uchechukwu,850,France,Male,40,9,0,2,0,1,119232.33,0
15726631,Hilton,758,France,Female,39,6,127357.76,1,0,1,56577,0
15733797,Sal,506,France,Male,36,5,0,2,1,0,164253.35,0
15747960,Eluemuno,733,France,Male,33,3,0,1,1,1,7666.73,0
15634632,Titus,711,France,Male,38,3,0,2,1,0,68487.51,0
15718443,Chibuzo,539,France,Male,39,3,0,2,1,0,36692.17,0
15773792,Evans,662,France,Female,32,4,133950.37,1,1,1,48725.68,1
15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0
15633283,Padovano,536,France,Male,35,8,0,2,1,0,64833.28,0
15749167,Fisk,753,France,Male,35,3,0,2,1,1,184843.77,0
15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1
15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0
15681705,Fanucci,785,France,Male,28,8,0,2,1,0,77231.27,0
15603156,Elewechi,571,France,Female,33,1,0,2,1,0,102750.7,0
15809722,Ankudinov,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
15677538,Nwokike,569,France,Male,38,7,0,1,1,1,108469.2,0
15797736,Smith,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
15744398,Burns,525,France,Female,23,5,0,2,1,0,160249.1,0
15750658,Obiuto,798,France,Male,37,8,0,3,0,0,110783.28,0
15637954,Lewis,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
15758639,Moran,641,France,Male,37,7,0,2,1,0,75248.3,0
15613772,Dalrymple,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
15731744,Carslaw,692,France,Male,30,2,0,2,0,1,130486.57,0
15699005,Martin,710,France,Female,41,2,156067.05,1,1,1,9983.88,0
15624170,Tan,639,France,Female,38,4,81550.94,2,0,1,118974.77,0
15725679,Hsia,531,France,Female,47,6,0,1,0,0,194998.34,1
15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1
15662403,Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64,0
15677020,Selezneva,570,France,Female,58,8,0,1,0,1,116503.92,1
15715941,Lueck,692,France,Male,54,5,0,2,1,1,88721.84,0
15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,1
15576623,Outlaw,584,France,Male,31,5,0,2,1,0,31474.27,0
15773890,Okechukwu,733,France,Male,22,5,0,2,1,1,117202.19,0
15593601,Isayev,734,France,Male,34,6,133598.4,1,1,1,13107.24,0
15682048,Pisano,605,France,Female,51,3,136188.78,1,1,1,67110.59,1
15752081,Vassiliev,468,France,Female,56,10,0,3,0,1,62256.87,1
15775912,Mazzanti,698,France,Male,48,4,101238.24,2,0,1,177815.87,1
15745417,Knipe,707,France,Male,58,6,89685.92,1,0,1,126471.13,0
15671256,Macartney,850,France,Female,35,1,211774.31,1,1,0,188574.12,1
15653547,Madukwe,850,France,Male,56,7,131317.48,1,1,1,119175.45,0
15763274,Wu,661,France,Male,48,3,120320.54,1,0,0,96463.25,0
15786063,Chin,776,France,Female,31,2,0,2,1,1,112349.51,0
15600258,Chesnokova,701,France,Male,43,2,0,2,1,1,165303.79,0
15573318,Kung,610,France,Male,26,8,0,2,1,0,166031.08,0
15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,1,1,77783.35,0
15663478,Baldwin,729,France,Male,32,6,93694.42,1,1,1,79919.13,0
15567832,Shih,550,France,Female,40,7,114354.95,1,1,0,54018.93,0
15776780,He,608,France,Male,59,1,0,1,1,0,70649.64,1
15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,0
15626578,Milne,622,France,Male,26,9,0,2,1,1,153237.59,0
15776223,Davide,597,France,Female,42,4,64740.12,1,1,1,106841.12,0
15802593,Little,504,France,Female,49,7,0,3,0,1,87822.14,1
15708916,Paterson,587,France,Male,38,0,0,2,1,0,47414.15,0
15595440,Kryukova,508,France,Male,49,7,122451.46,2,1,1,75808.1,0
15600651,Ijendu,749,France,Male,24,1,0,3,1,1,47911.03,0
15709324,Bruce,417,France,Male,34,7,0,2,1,0,55003.79,0
15665956,Pendergrass,509,France,Female,46,1,0,1,1,0,71244.59,1
15811773,Hsia,543,France,Male,36,4,0,2,1,1,141210.5,0
15706647,Jordan,761,France,Male,31,7,0,3,1,1,166698.18,0
15728505,Ts'ao,601,France,Male,44,1,100486.18,2,1,1,62678.53,0
15730076,Osborne,651,France,Male,45,1,0,1,1,0,67740.08,1
15622003,Carslaw,745,France,Male,35,9,92566.53,2,1,0,161519.77,0
15653620,Gordon,546,France,Female,27,8,0,2,1,1,14858.1,0
15633922,Gray,755,France,Male,30,4,123217.66,2,0,1,144183.1,0
15734674,Lin,593,France,Female,41,6,0,1,1,0,65170.66,0
15658032,Hopkins,701,France,Male,39,2,0,2,1,1,82526.92,0
15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,0,0,179614.8,1
15680998,Nwankwo,725,France,Male,44,5,0,1,1,1,117356.14,0
15614782,Hao,526,France,Male,36,1,0,1,1,0,160696.72,0
15604044,Mitchell,700,France,Male,38,8,134811.3,1,1,0,1299.75,0
15679587,Chan,666,France,Female,34,9,115897.12,1,1,1,25095.03,0
15683503,Hudson,601,France,Female,43,8,0,3,0,1,110916.15,1
15782569,Stout,687,France,Female,72,9,0,1,0,1,69829.4,0
15592387,Burke,566,France,Male,30,5,0,1,1,0,54926.51,1
15609286,Chadwick,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
15814035,Lawrence,601,France,Male,29,9,0,1,1,1,80393.27,0
15661249,Bellucci,699,France,Male,53,4,0,2,0,1,111307.98,0
15629117,Harper,584,France,Male,28,10,0,2,1,0,19834.32,0
15607170,Boyle,699,France,Male,35,5,0,2,1,1,78397.24,0
15686611,Moss,495,France,Male,30,10,129755.99,1,0,0,172749.65,0
15603203,Avdeyeva,650,France,Female,27,6,0,2,1,0,1002.39,0
15619857,Crawford,605,France,Female,64,2,129555.7,1,1,1,13601.79,0
15682585,Guerra,593,France,Male,35,9,114193.24,1,1,0,71154.1,0
15626900,Kung,427,France,Male,29,1,141325.56,1,1,1,93839.3,0
15605447,Palermo,752,France,Male,49,2,78653.84,1,1,0,7698.6,0
15589030,Ts'ai,649,France,Male,47,1,0,2,1,1,145593.85,0
15712403,McMillan,589,France,Female,61,1,0,1,1,0,61108.56,1
15738181,Douglas,850,France,Male,31,6,67996.23,2,0,0,50129.87,1
15583725,Mairinger,682,France,Male,48,1,138778.15,1,0,1,168840.23,0
15588350,McIntyre,744,France,Female,43,10,147832.15,1,0,1,24234.11,0
15798398,Pagnotto,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
15580684,Feng,706,France,Female,29,5,112564.62,1,1,0,42334.38,0
15809663,Donaldson,583,France,Female,27,1,125406.58,1,1,1,110784.42,0
15698786,Marcelo,819,France,Female,39,9,133102.92,1,1,0,27046.46,1
15569807,Ejimofor,673,France,Female,34,8,42157.08,1,1,0,20598.59,1
15730830,Dale,752,France,Female,30,3,0,2,1,1,104991.28,0
15805112,Pokrovsky,578,France,Male,38,7,82259.29,1,1,0,8996.97,0
15633064,Stonebraker,438,France,Female,36,4,0,2,1,0,64420.5,0
15703119,Liang,652,France,Male,38,6,0,2,1,1,145700.22,0
15730447,Anderson,629,France,Female,49,4,0,2,1,1,196335.48,0
15813850,Christian,720,France,Male,52,7,0,1,1,1,14781.12,0
15711889,Mao,668,France,Male,42,3,150461.07,1,1,0,108139.23,0
15568595,Fleming,544,France,Male,64,9,113829.45,1,1,1,124341.49,0
15603065,Grubb,751,France,Female,30,6,0,2,1,0,15766.1,0
15667215,Chandler,678,France,Male,31,2,0,2,1,1,58803.28,0
15788659,Howells,695,France,Male,46,4,0,2,1,1,137537.22,0
15763218,Akeroyd,661,France,Female,41,1,0,2,0,1,131300.68,0
15645772,Onwumelu,661,France,Male,33,9,0,2,1,1,84174.81,0
15725511,Wallace,559,France,Female,31,3,127070.73,1,0,1,160941.78,0
15575024,Uwaezuoke,503,France,Male,29,3,0,2,1,1,143954.99,0
15662397,Small,640,France,Female,42,5,176099.13,1,1,1,8404.73,0
15674991,Kao,667,France,Male,42,9,0,2,0,1,58137.42,0
15721024,Wickens,642,France,Male,26,0,0,1,0,0,47472.68,0
15754605,Jarvis,563,France,Female,39,5,0,2,1,1,17603.81,0
15780804,Nucci,482,France,Male,55,5,97318.25,1,0,1,78416.14,0
15747867,Trevisani,583,France,Male,24,9,135125.28,1,0,0,89801.9,0
15801277,Maccallum,715,France,Female,31,2,112212.14,2,1,1,181600.72,0
15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46,1
15720649,Ferdinand,641,France,Female,36,5,66392.64,1,1,0,31106.67,0
15688251,Mamelu,767,France,Male,43,1,76408.85,2,1,0,77837.63,0
15740900,Perrodin,589,France,Male,34,6,0,2,1,1,177896.92,0
15681068,Chinagorom,796,France,Female,45,2,109730.22,1,1,1,123882.73,0
15748625,Napolitano,664,France,Male,57,6,0,2,1,1,15304.08,0
15803457,Hao,750,France,Female,32,5,0,2,1,0,95611.47,0
15659098,Toscano,669,France,Male,30,7,95128.86,1,0,0,19799.26,0
15773809,Campbell,620,France,Male,42,4,0,2,1,0,6232.31,0
15649423,Cooper,580,France,Female,35,8,0,2,0,1,10357.03,0
15734886,Mazzi,686,France,Female,34,3,123971.51,2,1,0,147794.63,0
15722548,Fisher,540,France,Male,48,0,148116.48,1,0,0,116973.48,0
15716164,Nicholls,501,France,Female,41,3,144260.5,1,1,0,172114.67,0
15578977,Robinson,786,France,Male,34,9,0,2,1,0,144517.19,0
15696859,Oldham,474,France,Male,45,10,0,2,0,0,172175.9,0
15653780,Kambinachi,621,France,Female,43,5,0,1,1,1,47578.45,0
15736879,Obinna,669,France,Male,23,1,0,2,0,0,66088.83,0
15571973,Chinwemma,776,France,Female,38,2,169824.46,1,1,0,169291.7,0
15626742,Carpenter,694,France,Male,36,3,97530.25,1,1,1,117140.41,0
15672692,Yin,787,France,Female,42,10,145988.65,2,1,1,79510.37,0
15673570,Olsen,580,France,Male,37,9,0,2,0,1,77108.66,0
15767432,Ts'ai,711,France,Female,25,7,0,3,1,1,9679.28,0
15654238,Jen,673,France,Female,40,5,137494.28,1,1,0,81753.92,0
15612525,Preston,499,France,Female,57,1,0,1,0,0,131372.38,1
15812750,Ozioma,591,France,Male,24,6,147360,1,1,1,25310.82,0
15790757,Cody,769,France,Female,25,10,0,2,0,0,187925.75,0
15784209,Tang,497,France,Male,47,6,0,1,1,1,90055.08,0
15766741,McIntyre,525,France,Male,36,2,114628.4,1,0,1,168290.06,0
15661036,Davis,725,France,Male,46,6,0,2,1,0,161767.38,0
15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2,1,0,44420.18,0
15637414,Gell,618,France,Female,24,7,128736.39,1,0,1,37147.61,0
15716835,Rossi,546,France,Male,24,8,156325.38,1,1,1,125381.02,0
15696231,Chiwetelu,635,France,Male,29,7,105405.97,1,1,1,149853.89,0
15641675,Kirillova,611,France,Female,49,2,88915.37,3,0,0,161435.02,1
15670755,Shaw,650,France,Male,60,8,0,2,1,1,102925.76,0
15640059,Smith,606,France,Male,40,5,0,2,1,1,70899.27,0
15787619,Hsieh,844,France,Male,18,2,160980.03,1,0,0,145936.28,0
15790314,Onuoha,649,France,Male,41,0,0,2,0,1,130567.02,0
15677305,Hsieh,490,France,Female,35,7,107749.03,1,1,1,3937.37,0
15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,141300.53,0
15647099,Ts'ui,633,France,Female,37,9,156091.97,1,1,0,72008.61,0
15625944,Buccho,664,France,Male,58,5,98668.18,1,1,1,60887.58,0
15583212,Chidozie,600,France,Female,43,5,134022.06,1,1,0,194764.83,0
15582741,Maclean,693,France,Female,35,5,124151.09,1,1,0,88705.14,1
15810864,Williamson,700,France,Female,82,2,0,2,0,1,182055.36,0
15685329,McKenzie,531,France,Female,63,1,114715.71,1,0,1,24506.95,1
15640442,Standish,717,France,Male,31,4,129722.57,1,0,0,41176.6,0
15639314,Cartwright,589,France,Male,32,2,0,2,0,1,9468.64,0
15685320,Johnstone,767,France,Male,36,3,139180.2,1,0,0,123880.19,0
15752137,McElroy,648,France,Male,33,7,134944,1,1,1,117036.38,0
15797227,Otutodilinna,754,France,Male,28,8,0,2,1,1,52615.62,0
15737051,Denisov,639,France,Male,27,8,0,2,1,0,192247.35,0
15585595,Owens,774,France,Female,28,1,71264.02,2,0,1,68759.57,0
15654060,P'eng,517,France,Male,41,2,0,2,0,1,75937.47,0
15745196,Verco,571,France,Female,35,8,0,2,0,0,84569.13,0
15605284,Outtrim,688,France,Male,26,1,0,2,1,1,104435.94,0
