CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15629677,Distefano,687,Spain,Female,39,2,0,3,0,0,188150.6,1
15721181,Oliver,611,Spain,Male,46,6,0,2,1,0,45886.33,0
15776433,Greco,730,Spain,Male,62,2,0,2,1,1,186489.95,0
15748936,Whitehead,709,Spain,Female,45,2,0,2,0,1,162922.65,0
15573456,Cunningham,648,Spain,Male,46,9,127209,2,1,0,77405.95,1
15684548,Demidov,556,Spain,Male,38,8,0,2,0,0,417.41,1
15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
15781589,Carpenter,751,Spain,Male,52,8,0,2,0,1,179291.85,0
15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1
15745354,Franklin,611,Spain,Female,37,4,0,2,1,0,125696.26,0
15566594,McKenzie,709,Spain,Male,23,10,0,2,0,0,129590.18,0
15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
15810432,Moseley,795,Spain,Male,35,8,0,2,1,0,167155.36,0
15809616,Hsiung,626,Spain,Male,26,8,0,2,0,0,191420.71,0
15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1
15658169,Cook,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
15710825,Ch'en,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
15662976,Lettiere,637,Spain,Male,37,8,0,1,1,1,186062.36,0
15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
15613786,Ogbonnaya,818,Spain,Male,26,4,0,2,1,1,167036.94,0
15663252,Olisanugo,850,Spain,Female,32,9,0,2,1,1,18924.92,0
15759298,Shih,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
15695585,Atkins,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
15676519,George,615,Spain,Male,61,9,0,2,1,0,150227.85,1
15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
15727688,Chizuoke,555,Spain,Male,32,4,0,2,1,1,54405.79,0
15730059,Udobata,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0
15715527,Freeman,543,Spain,Female,41,4,0,1,0,0,194902.16,0
15598883,King,599,Spain,Female,37,2,0,2,1,1,143739.29,0
15782236,Gibbs,735,Spain,Male,34,5,0,2,0,0,71095.41,0
15746902,Belstead,793,Spain,Male,38,9,0,2,1,0,88225.02,0
15595766,Watts,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0
15736112,Walton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0
15749851,Brookes,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0
15592300,Mai,543,Spain,Male,35,10,59408.63,1,1,0,76773.53,0
15739803,Lucciano,686,Spain,Male,34,9,0,2,1,0,127569.8,0
15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1
15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0
15763063,Price,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0
15775318,Lu,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1
15717046,Wentworth-Shields,741,Spain,Male,53,3,0,2,1,1,38913.68,0
15571816,Ritchie,850,Spain,Female,70,5,0,1,1,1,705.18,0
15800440,Power,650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0
15665678,Tan,607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0
15788126,Evans,689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0
15651674,Billson,438,Spain,Female,54,2,0,1,0,0,191763.07,1
15689614,Teng,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0
15607312,Ch'ang,648,Spain,Female,49,10,0,2,1,1,159835.78,1
15644753,Hung,848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0
15761986,Obialo,439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0
15692671,Dobson,701,Spain,Male,36,8,0,2,1,0,169161.46,0
15737741,McKay,607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1
15576352,Revell,586,Spain,Female,57,3,0,2,0,1,6057.81,0
15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1
15591047,Ma,519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1
15775153,Buchi,630,Spain,Male,32,4,82034,1,0,0,146326.45,0
15603925,Greco,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0
15697183,Uchenna,685,Spain,Male,43,9,0,2,1,0,107811.28,0
15645569,Mai,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0
15805062,Lynton,667,Spain,Male,38,1,87202.38,1,1,1,77866.91,0
15745295,Gether,727,Spain,Female,31,0,0,1,1,0,121751.04,1
15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0
15594594,Loggia,546,Spain,Male,42,7,139070.51,1,1,1,86945,0
15646161,Steinhoff,673,Spain,Female,37,8,0,2,1,1,183318.79,0
15603134,Pai,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
15745307,Ch'iu,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0
15604119,Alderete,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
15692463,Rahman,799,Spain,Female,28,3,142253.65,1,1,0,45042.56,0
15718673,Mirams,839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0
15633648,Jideofor,696,Spain,Female,51,5,0,2,1,0,55022.43,0
15603323,Bell,660,Spain,Female,33,1,0,2,0,0,117834.91,0
15784844,K'ung,752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1
15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0
15813741,Nnachetam,549,Spain,Male,25,6,193858.2,1,0,1,21600.11,0
15699637,Anenechi,694,Spain,Male,57,8,116326.07,1,1,1,117704.65,0
15640825,Loyau,695,Spain,Male,46,3,122549.64,1,1,1,56297.85,0
15745621,Wertheim,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0
15642394,He,529,Spain,Male,35,5,0,2,1,1,187288.5,0
15607040,P'an,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0
15810978,Pugliesi,788,Spain,Female,70,1,0,2,1,1,41610.62,0
15668886,Blakey,684,Spain,Female,38,3,0,2,1,0,44255.65,0
15613880,Higinbotham,591,Spain,Male,58,5,128468.69,1,0,1,137254.55,0
15600337,Dobie,661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1
15727299,Edgar,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1
15669516,Steele,746,Spain,Male,36,2,0,2,1,1,16436.56,0
15603436,Savage,594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0
15566292,Okwuadigbo,574,Spain,Male,36,1,0,2,0,1,71709.12,0
15629448,Brady,632,Spain,Male,38,1,120599.21,1,1,0,92816.86,0
15807609,Yuan,650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1
15804072,Chen,701,Spain,Female,42,5,0,2,0,0,24210.56,0
15721658,Fleming,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1
15578761,Cunningham,459,Spain,Female,42,6,129634.25,2,1,1,177683.02,1
15723873,Ponomarev,657,Spain,Male,31,3,125167.02,1,0,0,98820.39,0
15794278,Romani,816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0
15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0
15813034,Martin,727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0
15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0
15815364,Ashley,736,Spain,Female,28,2,0,2,1,1,117431.1,0
15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0
15724296,Kerr,684,Spain,Male,41,2,119782.72,2,0,0,120284.67,0
15628936,Archer,692,Spain,Male,28,9,118945.09,1,0,0,16064.25,1
15769974,Shih,679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0
15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0
15600739,Galkin,562,Spain,Female,35,0,0,2,1,0,119899.52,0
15653253,Pagnotto,704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0
15712825,Howells,511,Spain,Female,29,9,0,2,0,1,140676.98,0
15756026,Hooper,790,Spain,Female,46,9,0,1,0,0,14679.81,1
15649992,Alexander,681,Spain,Male,65,7,134714.7,2,0,1,190419.81,0
15578980,Piazza,516,Spain,Female,33,3,0,2,1,1,58685.59,0
15591969,Kuo,497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0
15765311,Zhirov,642,Spain,Male,34,8,0,1,1,0,72085.1,0
15757811,Lloyd,732,Spain,Female,69,9,137453.43,1,0,1,110932.24,1
15603830,Palmer,600,Spain,Male,36,4,0,2,1,0,143635.36,0
15666633,Huang,758,Spain,Male,56,1,0,2,1,1,10643.38,0
15726234,Trentini,708,Spain,Female,41,5,0,1,0,1,157003.99,0
15585036,Okoli,694,Spain,Female,37,3,0,2,1,1,147012.22,0
15585888,Nwokezuike,553,Spain,Female,48,3,0,1,0,1,30730.95,1
15672012,Jen,773,Spain,Female,41,5,0,1,1,0,28266.9,1
15646558,Clamp,611,Spain,Male,51,1,122874.74,1,1,1,149648.45,0
15686436,Newbery,523,Spain,Male,32,4,0,2,1,0,167848.02,0
15760550,Duncan,741,Spain,Male,39,7,143637.58,2,0,1,174227.66,0
15686137,Barry,456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0
15800228,Bednall,652,Spain,Female,42,4,0,2,1,1,38152.01,0
15591711,Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0
15768104,Wright,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0
15754713,Rivera,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0
15693814,Niu,806,Spain,Male,25,7,0,2,1,0,18461.9,0
15746490,Wollstonecraft,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0
15566091,Thomsen,545,Spain,Female,32,4,0,1,1,0,94739.2,0
15593773,Olejuru,784,Spain,Male,35,3,0,2,0,0,81483.64,0
15733114,Hay,552,Spain,Male,45,9,0,2,1,0,26752.56,0
15743411,Chiawuotu,609,Spain,Male,61,1,0,1,1,0,22447.85,1
15628303,Thurgood,738,Spain,Male,35,3,0,1,1,1,15650.73,0
15790782,Baryshnikov,661,Spain,Male,39,6,132628.98,1,0,0,38812.67,0
15737795,Scott,512,Spain,Male,36,1,0,1,0,1,135482.26,1
15790299,Williamson,592,Spain,Male,37,9,0,3,1,1,10656.89,0
15754084,Palazzi,710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0
15709295,Wall,697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0
15745324,Milani,599,Spain,Female,39,4,0,1,1,0,194273.2,1
15671139,Brizendine,694,Spain,Male,39,0,107042.74,1,1,1,102284.2,0
15660429,Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1
15631681,Jibunoh,807,Spain,Female,43,0,0,2,0,1,85523.24,0
15731522,Ts'ui,771,Spain,Female,67,8,0,2,1,1,51219.8,0
15619529,Ndukaku,531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0
15582797,Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
15753831,Cox,642,Spain,Male,32,7,100433.8,1,1,1,39768.59,0
15731815,Nepean,529,Spain,Male,63,4,96134.11,3,1,0,108732.96,1
15720893,Gilbert,637,Spain,Female,34,9,0,2,0,0,26057.08,0
15779711,Gray,750,Spain,Female,38,7,97257.41,2,0,1,179883.04,0
15685357,Wright,750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0
15613749,Lees,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1
15664521,David,659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0
15782899,Ginn,661,Spain,Female,28,7,95357.49,1,0,0,102297.15,0
15623521,Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0
15810218,Sun,610,Spain,Male,29,9,0,3,0,1,83912.24,0
15645621,Hunter,811,Spain,Male,44,3,0,2,0,1,78439.73,0
15608114,Manfrin,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0
15739189,Johnson,561,Spain,Female,33,6,0,2,1,0,45261.47,0
15750765,Sanders,650,Spain,Male,71,0,0,1,1,1,175380.77,0
15698442,Eberechukwu,719,Spain,Male,35,3,122964.88,1,1,1,138231.7,0
15603594,Nwankwo,635,Spain,Male,24,4,0,2,1,1,70668.77,0
15585961,Talbot,496,Spain,Female,43,3,0,2,0,1,199505.53,0
15717164,Genovese,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
15686345,McCaffrey,828,Spain,Male,34,9,0,2,1,1,81853.98,0
15688071,Collins,609,Spain,Male,53,10,0,1,1,1,154642.91,0
15750243,Genovese,830,Spain,Male,40,4,0,2,0,1,81622.52,0
15652955,Price,678,Spain,Male,30,0,0,1,1,0,35113.08,0
15780870,McKay,580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0
15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1
15785980,Williford,588,Spain,Male,34,6,121132.26,2,1,0,86460.28,0
15644200,Hamilton,807,Spain,Female,42,1,0,1,1,0,16500.66,1
15715003,Ko,625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0
15798348,Chukwuebuka,600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0
15743016,MacDonald,602,Spain,Female,22,7,141604.76,1,1,0,30379.6,0
15769499,Lampungmeiua,545,Spain,Female,74,3,0,2,1,1,161326.73,0
15798521,Tai,675,Spain,Male,33,3,0,2,1,0,45348.08,0
15650933,Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0
15692991,Wood,710,Spain,Female,38,4,0,2,1,1,136390.88,0
15625698,Dumetochukwu,624,Spain,Female,23,6,0,2,0,1,196668.51,0
15790497,Ross,503,Spain,Male,37,6,0,2,0,0,136506.86,0
15750929,Burgess,702,Spain,Male,39,8,0,2,1,0,99654.13,0
15699911,Chapman,461,Spain,Female,35,8,0,1,1,0,132295.95,0
15663438,Andrejew,688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1
15645517,Philip,850,Spain,Male,22,2,0,2,1,1,9684.52,0
15673055,Sung,494,Spain,Male,38,7,0,2,1,1,6203.66,0
15782219,Fanucci,703,Spain,Male,29,9,0,2,1,0,50679.48,0
15746410,Thompson,432,Spain,Male,38,7,0,2,1,0,150580.88,0
15626608,Howarde,479,Spain,Male,48,5,87070.23,1,0,1,85646.41,0
15759381,Johnson,617,Spain,Male,61,7,91070.43,1,1,1,101839.77,0
15585241,Butcher,756,Spain,Male,29,2,117412.19,2,1,0,4888.91,0
15627305,Pan,606,Spain,Male,35,7,0,1,1,0,106837.06,1
15593973,Wilkie,663,Spain,Female,33,8,122528.18,1,1,0,196260.3,0
15733974,Mao,500,Spain,Male,37,9,125822.21,1,1,0,111698,0
15569247,Mitchell,727,Spain,Female,57,1,109679.72,1,0,1,753.37,0
15763625,Hazon,793,Spain,Male,41,9,0,2,1,0,152153.74,0
15616529,Hsieh,613,Spain,Male,34,3,0,1,1,1,41724.72,0
15752463,Samuel,826,Spain,Female,29,4,129938.07,1,0,1,190200.53,0
15766887,Iadanza,538,Spain,Male,39,2,122773.5,2,1,1,58467.08,0
15811327,Pan,700,Spain,Male,54,1,79415.67,1,0,1,139735.54,0
15690664,Liang,729,Spain,Male,37,10,0,2,1,0,100862.54,0
15590820,Ecuyer,699,Spain,Male,26,6,79932.41,1,0,0,150242.44,0
15808182,Beneventi,478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0
15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1
15721292,Atkins,719,Spain,Male,39,5,0,2,1,0,145759.7,0
15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1
15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1
15813444,McIntosh,590,Spain,Female,34,6,0,2,1,0,171021.44,0
15599268,Yobachi,584,Spain,Male,32,5,0,2,1,0,10956.82,0
15813590,Vance,610,Spain,Male,42,6,0,2,1,0,158302.59,1
15674148,Milanesi,579,Spain,Male,33,6,0,1,1,0,94993.04,1
15625080,Parkin,745,Spain,Female,54,8,0,1,1,0,173912.29,1
15654229,O'Neill,699,Spain,Male,47,1,0,2,0,1,30117.44,0
15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0
15733387,Pham,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0
15607598,Muravyov,575,Spain,Female,31,6,0,2,1,1,95686.42,0
15749482,Zack,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0
15770030,Conti,689,Spain,Female,28,3,0,2,1,1,192449.02,0
15615032,Peng,624,Spain,Male,46,3,0,2,1,1,62825.03,0
15747591,Chung,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0
15732199,Gether,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0
15625916,Chien,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0
15641690,Hsiao,681,Spain,Male,67,7,0,2,0,1,163714.92,0
15671590,H?,741,Spain,Male,25,4,0,2,1,1,73873.65,0
15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1
15658532,Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0
15590993,Findlay,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0
15565701,Ferri,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0
15597239,Ku,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0
15679611,Andrews,734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0
15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0
15803365,Coffee,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0
15800856,Ewen,643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0
15709117,Fanucci,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1
15638806,Blackburn,645,Spain,Male,49,2,0,2,0,0,10023.15,0
15690079,Boniwell,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0
15734634,Bocharova,607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0
15629244,Bryant,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1
15688007,Liu,703,Spain,Male,20,3,165260.98,1,1,1,41626.78,0
15742854,Lettiere,640,Spain,Female,46,8,0,2,1,0,89043.19,0
15576683,Yin,568,Spain,Female,43,9,0,1,1,0,125870.79,1
15682563,Larionova,618,Spain,Male,38,5,126473.99,1,1,0,91972.49,0
15761132,Capon,682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0
15645511,Chukwudi,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1
15640268,Avdeeva,652,Spain,Male,71,4,0,1,1,1,120107.1,0
15645778,Reid,670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0
15714567,Chan,568,Spain,Female,26,6,0,2,0,0,166495.2,0
15778135,T'ao,575,Spain,Male,43,3,0,1,1,0,83594.51,0
15623644,Frolov,626,Spain,Male,29,7,0,2,1,0,49361.84,0
15683403,Lombardi,611,Spain,Male,52,7,0,1,0,1,73585.18,1
15615029,Munro,734,Spain,Male,39,6,0,1,1,1,95135.27,0
15789095,T'ang,775,Spain,Male,30,4,0,2,0,1,57461.13,0
15621353,Hudson,645,Spain,Female,37,7,0,2,1,0,13589.93,0
15745843,Kinlaw,689,Spain,Female,31,4,0,2,1,1,136610.02,0
15808228,Tuan,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0
